# Range file name:,range_15.txt
# Raw file name:,20251008_H87023AB_1OCTOBER25_CAL_BSANAT
$TrapCV:,4.0
0.0,193.0
0.1377537688442211,412.0
0.2755075376884422,138.0
0.41326130653266335,401.0
0.5510150753768844,122.0
0.6887688442211055,335.0
0.8265226130653267,346.0
0.9642763819095477,418.0
1.1020301507537689,301.0
1.23978391959799,358.0
1.377537688442211,240.0
1.5152914572864322,348.0
1.6530452261306534,157.0
1.7907989949748746,292.0
1.9285527638190954,50.0
2.0663065326633165,363.0
2.2040603015075377,417.0
2.341814070351759,112.0
2.47956783919598,165.0
2.617321608040201,283.0
2.755075376884422,181.0
2.8928291457286432,122.0
3.0305829145728644,94.0
3.1683366834170856,235.0
3.306090452261307,257.0
3.443844221105528,548.0
3.581597989949749,149.0
3.7193517587939695,122.0
3.8571055276381907,84.0
3.994859296482412,228.0
4.132613065326633,806.0
4.270366834170854,1082.0
4.4081206030150755,242.0
4.545874371859297,115.0
4.683628140703518,92.0
4.821381909547739,700.0
4.95913567839196,1732.0
5.096889447236181,535.0
5.234643216080402,120.0
5.372396984924623,204.0
5.510150753768844,725.0
5.647904522613065,1320.0
5.7856582914572865,832.0
5.923412060301508,80.0
6.061165829145729,90.0
6.19891959798995,214.0
6.336673366834171,1547.0
6.4744271356783925,956.0
6.612180904522614,301.0
6.749934673366835,62.0
6.887688442211056,444.0
7.025442211055277,1305.0
7.163195979899498,1462.0
7.30094974874372,376.0
7.438703517587939,131.0
7.57645728643216,149.0
7.714211055276381,1327.0
7.851964824120603,1184.0
7.989718592964824,528.0
8.127472361809046,107.0
8.265226130653266,270.0
8.402979899497486,625.0
8.540733668341709,1611.0
8.678487437185929,791.0
8.816241206030151,207.0
8.953994974874371,268.0
9.091748743718593,723.0
9.229502512562814,1231.0
9.367256281407036,658.0
9.505010050251256,852.0
9.642763819095478,1354.0
9.780517587939698,3533.0
9.91827135678392,4989.0
10.05602512562814,14542.0
10.193778894472363,37816.0
10.331532663316583,72610.0
10.469286432160803,110228.0
10.607040201005026,137397.0
10.744793969849246,160997.0
10.882547738693468,182269.0
11.020301507537688,216354.0
11.15805527638191,264141.0
11.29580904522613,357526.0
11.433562814070351,555411.0
11.571316582914573,819274.0
11.709070351758793,1119005.0
11.846824120603015,1353067.0
11.984577889447236,1465192.0
12.122331658291458,1501818.0
12.260085427135678,1444732.0
12.3978391959799,1318879.0
12.53559296482412,1205596.0
12.673346733668343,1027063.0
12.811100502512563,880703.0
12.948854271356785,746311.0
13.086608040201005,593990.0
13.224361809045227,491436.0
13.362115577889448,389741.0
13.49986934673367,292303.0
13.63762311557789,228111.0
13.775376884422112,168981.0
13.913130653266332,122017.0
14.050884422110554,85436.0
14.188638190954775,62685.0
14.326391959798997,42551.0
14.464145728643217,35307.0
14.60189949748744,30329.0
14.739653266331658,22087.0
14.877407035175878,16686.0
15.0151608040201,15308.0
15.15291457286432,13970.0
15.290668341708542,9923.0
15.428422110552763,9174.0
15.566175879396985,6910.0
15.703929648241205,7646.0
15.841683417085427,5720.0
15.979437185929648,7879.0
16.117190954773868,3925.0
16.25494472361809,3488.0
16.392698492462312,2917.0
16.530452261306532,4212.0
16.668206030150753,3572.0
16.805959798994973,1686.0
16.943713567839197,1142.0
17.081467336683417,1164.0
17.219221105527637,1532.0
17.356974874371858,1805.0
17.49472864321608,1098.0
17.632482412060302,711.0
17.770236180904522,1283.0
17.907989949748742,552.0
18.045743718592966,390.0
18.183497487437187,398.0
18.321251256281407,1141.0
18.459005025125627,247.0
18.59675879396985,551.0
18.73451256281407,365.0
18.87226633165829,233.0
19.010020100502512,655.0
19.147773869346736,397.0
19.285527638190956,374.0
19.423281407035176,385.0
19.561035175879397,235.0
19.69878894472362,223.0
19.83654271356784,196.0
19.97429648241206,223.0
20.11205025125628,302.0
20.249804020100505,443.0
20.387557788944726,234.0
20.525311557788946,367.0
20.663065326633166,85.0
20.800819095477387,732.0
20.938572864321607,122.0
21.07632663316583,352.0
21.21408040201005,272.0
21.35183417085427,294.0
21.48958793969849,190.0
21.627341708542716,59.0
21.765095477386936,223.0
21.902849246231156,172.0
22.040603015075376,164.0
22.1783567839196,105.0
22.31611055276382,264.0
22.45386432160804,264.0
22.59161809045226,192.0
22.729371859296485,30.0
22.867125628140702,140.0
23.004879396984926,296.0
23.142633165829146,227.0
23.28038693467337,299.0
23.418140703517587,348.0
23.555894472361807,445.0
23.69364824120603,155.0
23.83140201005025,155.0
23.96915577889447,144.0
24.10690954773869,112.0
24.244663316582916,528.0
24.382417085427132,111.0
24.520170854271356,200.0
24.657924623115576,38.0
24.7956783919598,20.0
24.933432160804017,141.0
25.07118592964824,61.0
25.20893969849246,191.0
25.346693467336685,111.0
25.484447236180902,175.0
25.622201005025126,121.0
25.759954773869346,83.0
25.89770854271357,26.0
26.035462311557787,94.0
26.17321608040201,115.0
26.31096984924623,0.0
26.448723618090455,206.0
26.58647738693467,199.0
26.724231155778895,102.0
26.861984924623115,40.0
26.99973869346734,133.0
27.137492462311556,117.0
27.27524623115578,44.0
27.413,111.0
