[PARAMETERS]
g, dg, a, da, c, dc, t0, dt0
1.49568,0.00277846,0.513949,0.00963883,0.981966,0.0136002,0.00458756,8.90563e-05

[DIAGNOSTICS]
ID,Mass,Z,Mobility,Alpha,Gamma,Model Vel.,Exp. Vel.,Error %
BSA_15,66400,15,0.0250229,0.481073,0.108509,12.8957,14.8702,-13.278
BSA_16,66400,16,0.0268105,0.483225,0.116261,14.6953,16.1859,-9.20982
myoglobin_15,17000,15,0.0276901,0.136294,0.120075,16.6817,17.2262,-3.16086
myoglobin_16,17000,16,0.0286882,0.132382,0.124403,17.7781,18.3227,-2.97246
myoglobin_17,17000,17,0.0295618,0.128389,0.128191,18.7549,19.2131,-2.38482
myoglobin_18,17000,18,0.0303843,0.124629,0.131758,19.6959,19.9656,-1.35055
myoglobin_19,17000,19,0.0311599,0.121084,0.135121,20.6023,20.629,-0.129667
myoglobin_20,17000,20,0.0318927,0.117735,0.138299,21.4752,21.2598,1.0131
myoglobin_21,17000,21,0.0326536,0.114804,0.141598,22.4093,21.9255,2.20653
myoglobin_22,17000,22,0.0335133,0.11247,0.145326,23.5066,22.637,3.84158
myoglobin_23,17000,23,0.0344072,0.11045,0.149203,24.6829,23.4186,5.39869
myoglobin_24,17000,24,0.0353389,0.108714,0.153243,25.9469,24.3171,6.70206

[CALIBRATED DATA]
ID,Mass,Z,Drift,CCS,CCS Std.Dev.
136,147065,24,0.018802,7521.82,21.1241
137,147065,24,0.01894,7546.15,21.1233
138,147065,24,0.019079,7570.58,21.123
139,147065,24,0.019217,7594.76,21.1234
140,147065,24,0.019355,7618.86,21.1244
141,147065,24,0.019493,7642.89,21.1259
142,147065,24,0.019632,7667.02,21.128
143,147065,24,0.01977,7690.91,21.1306
144,147065,24,0.019908,7714.72,21.1338
145,147065,24,0.020046,7738.46,21.1374
146,147065,24,0.020184,7762.13,21.1406
147,147065,24,0.020323,7785.9,21.1349
148,147065,24,0.020461,7809.4,21.1172
149,147065,24,0.020599,7832.82,21.1026
150,147065,24,0.020737,7856.16,21.0972
151,147065,24,0.020876,7879.59,21.0976
152,147065,24,0.021014,7902.79,21.1023
153,147065,24,0.021152,7925.92,21.1081
154,147065,24,0.021291,7949.15,21.1145
155,147065,24,0.021429,7972.14,21.1212
156,147065,24,0.021567,7995.07,21.1283
157,147065,24,0.021705,8017.93,21.1304
158,147065,24,0.021844,8040.88,21.1318
159,147065,24,0.021982,8063.61,21.1436
160,147065,24,0.02212,8086.28,21.1568
161,147065,24,0.022258,8108.89,21.1699
162,147065,24,0.022396,8131.43,21.1804
163,147065,24,0.022535,8154.08,21.1907
164,147065,24,0.022673,8176.51,21.2013
165,147065,24,0.022811,8198.87,21.2122
166,147065,24,0.022949,8221.18,21.2235
167,147065,24,0.023088,8243.58,21.2353
168,147065,24,0.023226,8265.77,21.2474
169,147065,24,0.023364,8287.89,21.2598
170,147065,24,0.023503,8310.12,21.2727
171,147065,24,0.023641,8332.13,21.2858
172,147065,24,0.023779,8354.08,21.2993
173,147065,24,0.023917,8375.98,21.3131
174,147065,24,0.024056,8397.97,21.3273
175,147065,24,0.024194,8419.76,21.3417
176,147065,24,0.024332,8441.49,21.3565
177,147065,24,0.02447,8463.16,21.3716
178,147065,24,0.024608,8484.78,21.387
179,147065,24,0.024747,8506.5,21.4028
180,147065,24,0.024885,8528.01,21.4187
181,147065,24,0.025023,8549.47,21.435
182,147065,24,0.025162,8571.03,21.4517
183,147065,24,0.0253,8592.38,21.4686
184,147065,24,0.025438,8613.68,21.4857
185,147065,24,0.025576,8634.92,21.5031
186,147065,24,0.025715,8656.28,21.5209
187,147065,24,0.025853,8677.42,21.5388
188,147065,24,0.025991,8698.52,21.557
189,147065,24,0.026129,8719.56,21.5754
190,147065,24,0.026267,8740.56,21.5941
191,147065,24,0.026406,8761.65,21.6132
192,147065,24,0.026544,8782.55,21.6324
193,147065,24,0.026682,8803.4,21.6518
194,147065,24,0.02682,8824.2,21.6714
195,147065,24,0.026959,8845.1,21.6915
196,147065,24,0.027097,8865.8,21.7116
197,147065,24,0.027235,8886.46,21.7319
198,147065,24,0.027374,8907.22,21.7526
199,147065,24,0.027512,8927.78,21.7733
