Z,Drift,CCS,CCS Std.Dev.
25,0.003456,4216.27,31.0141
25,0.003595,4262.8,30.6874
25,0.003733,4308.52,30.3745
25,0.003871,4353.77,30.0725
25,0.004009,4398.58,29.781
25,0.004148,4443.27,29.4974
25,0.004286,4487.22,29.2253
25,0.004424,4530.68,28.8832
25,0.004562,4573.65,28.6263
25,0.004701,4616.63,28.4291
25,0.004839,4658.96,28.1885
25,0.004977,4700.92,27.9554
25,0.005115,4742.52,27.7297
25,0.005253,4783.76,27.5109
25,0.005392,4824.96,27.2973
25,0.00553,4865.52,27.0917
25,0.005668,4905.76,26.8923
25,0.005806,4945.68,26.6988
25,0.005945,4985.57,26.5098
25,0.006083,5024.87,26.3277
25,0.006221,5063.87,26.1509
25,0.006359,5102.58,25.9793
25,0.006498,5141.28,25.8114
25,0.006636,5179.42,25.6496
25,0.006774,5217.29,25.4923
25,0.006912,5254.9,25.3396
25,0.007051,5292.51,25.1901
25,0.007189,5329.59,25.0458
25,0.007327,5366.42,24.9056
25,0.007465,5403.0,24.7692
25,0.007604,5439.6,24.6357
25,0.007742,5475.71,24.5068
25,0.00788,5511.57,24.3815
25,0.008019,5547.47,24.2587
25,0.008157,5582.88,24.14
25,0.008295,5618.07,24.0246
25,0.008433,5653.05,23.9123
25,0.008571,5687.81,23.8029
25,0.00871,5722.61,23.6957
25,0.008848,5756.95,23.5922
25,0.008986,5791.09,23.4913
25,0.009125,5825.28,23.3924
25,0.009263,5859.02,23.2967
25,0.009401,5892.57,23.2036
25,0.009539,5925.93,23.1128
25,0.009677,5959.1,23.0244
25,0.009816,5992.32,22.9376
25,0.009954,6025.12,22.8536
25,0.010092,6057.75,22.7718
25,0.010231,6090.43,22.6915
25,0.010369,6122.7,22.6137
25,0.010507,6154.78,22.5124
25,0.010645,6186.6,22.4171
25,0.010783,6218.44,22.4796
25,0.010922,6250.48,22.4791
25,0.01106,6281.85,22.1874
25,0.011198,6313.16,22.2462
25,0.011337,6344.63,22.25
25,0.011475,6375.76,22.1779
25,0.011613,6406.75,22.15
25,0.011751,6437.62,22.1043
25,0.011889,6467.98,21.6626
25,0.012028,6498.29,21.7089
25,0.012166,6528.67,21.9445
25,0.012304,6558.98,21.9303
25,0.012443,6589.31,21.8038
25,0.012581,6619.25,21.7379
25,0.012719,6649.04,21.6991
25,0.012857,6678.68,21.6212
25,0.012995,6708.13,21.5716
25,0.013134,6737.71,21.5603
25,0.013272,6766.97,21.5271
25,0.01341,6796.11,21.4924
25,0.013549,6825.34,21.4589
25,0.013687,6854.23,21.4269
25,0.013825,6883.01,21.3963
25,0.013963,6911.67,21.3669
25,0.014101,6940.22,21.3389
25,0.01424,6968.85,21.3118
25,0.014378,6997.17,21.2862
25,0.014516,7025.37,21.2617
25,0.014655,7053.67,21.2383
25,0.014793,7081.66,21.2161
25,0.014931,7109.54,21.1951
25,0.015069,7137.31,21.1751
25,0.015208,7165.18,21.156
25,0.015346,7192.74,21.1382
25,0.015484,7220.2,21.1213
25,0.015622,7247.56,21.1054
25,0.01576,7274.82,21.0905
25,0.015899,7302.17,21.0765
25,0.016037,7329.24,21.0634
25,0.016175,7356.2,21.0513
25,0.016313,7383.06,21.0103
25,0.016452,7409.7,20.6225
25,0.01659,7435.78,20.451
25,0.016728,7461.98,20.7146
25,0.016867,7488.54,20.8881
25,0.017005,7514.9,20.9924
25,0.017143,7541.21,20.9861
25,0.017281,7567.43,20.9807
25,0.01742,7593.75,20.9759
25,0.017558,7619.79,20.9719
25,0.017696,7645.75,20.9686
25,0.017834,7671.63,20.9661
25,0.017972,7697.42,20.9642
25,0.018111,7723.31,20.9631
25,0.018249,7748.93,20.9623
25,0.018387,7774.47,20.9537
25,0.018525,7799.9,20.9306
25,0.018664,7825.41,20.9099
25,0.018802,7850.65,20.9
25,0.01894,7875.8,20.897
25,0.019079,7901.06,20.8981
25,0.019217,7926.05,20.9001
25,0.019355,7950.97,20.9026
25,0.019493,7975.81,20.9058
25,0.019632,8000.74,20.9071
25,0.01977,8025.42,20.9035
25,0.019908,8050.02,20.9071
25,0.020046,8074.55,20.9184
25,0.020184,8099.01,20.9283
25,0.020323,8123.58,20.9363
25,0.020461,8147.9,20.9433
25,0.020599,8172.14,20.9508
25,0.020737,8196.32,20.9588
25,0.020876,8220.6,20.9674
25,0.021014,8244.63,20.9764
25,0.021152,8268.6,20.9858
25,0.021291,8292.67,20.9958
25,0.021429,8316.5,21.0061
25,0.021567,8340.26,21.0169
25,0.021705,8363.96,21.0282
25,0.021844,8387.76,21.0399
25,0.021982,8411.32,21.052
25,0.02212,8434.82,21.0645
25,0.022258,8458.26,21.0774
25,0.022396,8481.63,21.0907
25,0.022535,8505.1,21.1045
25,0.022673,8528.35,21.1186
25,0.022811,8551.53,21.1331
25,0.022949,8574.65,21.1479
25,0.023088,8597.88,21.1633
25,0.023226,8620.88,21.1788
25,0.023364,8643.82,21.1947
25,0.023503,8666.86,21.2111
25,0.023641,8689.68,21.2277
25,0.023779,8712.44,21.2447
25,0.023917,8735.15,21.2619
25,0.024056,8757.95,21.2797
25,0.024194,8780.54,21.2976
25,0.024332,8803.07,21.3158
25,0.02447,8825.55,21.3343
25,0.024608,8847.97,21.3531
25,0.024747,8870.49,21.3724
25,0.024885,8892.8,21.3918
25,0.025023,8915.05,21.4114
25,0.025162,8937.41,21.4315
25,0.0253,8959.56,21.4518
25,0.025438,8981.65,21.4723
25,0.025576,9003.69,21.493
25,0.025715,9025.83,21.5142
25,0.025853,9047.76,21.5355
25,0.025991,9069.64,21.557
25,0.026129,9091.47,21.5787
25,0.026267,9113.23,21.5626
25,0.026406,9134.88,21.2383
25,0.026544,9155.88,20.9169
25,0.026682,9176.93,21.1657
25,0.02682,9198.29,21.453
25,0.026959,9219.88,21.6595
25,0.027097,9241.33,21.7332
25,0.027235,9262.76,21.7567
25,0.027374,9284.29,21.7806
25,0.027512,9305.62,21.8045
