[PARAMETERS]
g, dg, a, da, c, dc, t0, dt0
1.49568,0.00277846,0.513949,0.00963883,0.981966,0.0136002,0.00458756,8.90563e-05

[DIAGNOSTICS]
ID,Mass,Z,Mobility,Alpha,Gamma,Model Vel.,Exp. Vel.,Error %
BSA_15,66400,15,0.0250229,0.481073,0.108509,12.8957,14.8702,-13.278
BSA_16,66400,16,0.0268105,0.483225,0.116261,14.6953,16.1859,-9.20982
myoglobin_15,17000,15,0.0276901,0.136294,0.120075,16.6817,17.2262,-3.16086
myoglobin_16,17000,16,0.0286882,0.132382,0.124403,17.7781,18.3227,-2.97246
myoglobin_17,17000,17,0.0295618,0.128389,0.128191,18.7549,19.2131,-2.38482
myoglobin_18,17000,18,0.0303843,0.124629,0.131758,19.6959,19.9656,-1.35055
myoglobin_19,17000,19,0.0311599,0.121084,0.135121,20.6023,20.629,-0.129667
myoglobin_20,17000,20,0.0318927,0.117735,0.138299,21.4752,21.2598,1.0131
myoglobin_21,17000,21,0.0326536,0.114804,0.141598,22.4093,21.9255,2.20653
myoglobin_22,17000,22,0.0335133,0.11247,0.145326,23.5066,22.637,3.84158
myoglobin_23,17000,23,0.0344072,0.11045,0.149203,24.6829,23.4186,5.39869
myoglobin_24,17000,24,0.0353389,0.108714,0.153243,25.9469,24.3171,6.70206

[CALIBRATED DATA]
ID,Mass,Z,Drift,CCS,CCS Std.Dev.
33,147065,23,0.004562,4122.93,30.1504
34,147065,23,0.004701,4163.68,29.8424
35,147065,23,0.004839,4203.72,29.5414
36,147065,23,0.004977,4243.37,29.2709
37,147065,23,0.005115,4282.67,29.0299
38,147065,23,0.005253,4321.61,28.7967
39,147065,23,0.005392,4360.5,28.5692
40,147065,23,0.00553,4398.78,28.3505
41,147065,23,0.005668,4436.74,28.1385
42,147065,23,0.005806,4474.39,27.9331
43,147065,23,0.005945,4512.01,27.7325
44,147065,23,0.006083,4548.94,27.4461
45,147065,23,0.006221,4585.56,27.2846
46,147065,23,0.006359,4621.98,27.1412
47,147065,23,0.006498,4658.41,26.9615
48,147065,23,0.006636,4694.3,26.7882
49,147065,23,0.006774,4729.92,26.6199
50,147065,23,0.006912,4765.29,26.4564
51,147065,23,0.007051,4800.65,26.2964
52,147065,23,0.007189,4835.51,26.142
53,147065,23,0.007327,4870.12,25.992
54,147065,23,0.007465,4904.5,25.8462
55,147065,23,0.007604,4938.89,25.7033
56,147065,23,0.007742,4972.8,25.5655
57,147065,23,0.00788,5006.48,25.4314
58,147065,23,0.008019,5040.19,25.3001
59,147065,23,0.008157,5073.43,25.1732
60,147065,23,0.008295,5106.47,25.0498
61,147065,23,0.008433,5139.29,24.9298
62,147065,23,0.008571,5171.91,24.813
63,147065,23,0.00871,5204.57,24.6985
64,147065,23,0.008848,5236.79,24.5878
65,147065,23,0.008986,5268.82,24.4802
66,147065,23,0.009125,5300.88,24.3746
67,147065,23,0.009263,5332.53,24.2726
68,147065,23,0.009401,5364,24.1733
69,147065,23,0.009539,5395.28,24.0766
70,147065,23,0.009677,5426.39,23.9824
71,147065,23,0.009816,5457.54,23.89
72,147065,23,0.009954,5488.3,23.8007
73,147065,23,0.010092,5518.88,23.7138
74,147065,23,0.010231,5549.52,23.6284
75,147065,23,0.010369,5579.78,23.5459
76,147065,23,0.010507,5609.87,23.4656
77,147065,23,0.010645,5639.8,23.3873
78,147065,23,0.010783,5669.58,23.311
79,147065,23,0.010922,5699.42,23.2362
80,147065,23,0.01106,5728.88,23.1637
81,147065,23,0.011198,5758.2,23.0932
82,147065,23,0.011337,5787.58,23.0239
83,147065,23,0.011475,5816.6,22.9569
84,147065,23,0.011613,5845.48,22.8916
85,147065,23,0.011751,5874.22,22.828
86,147065,23,0.011889,5902.81,22.7659
87,147065,23,0.012028,5931.47,22.705
88,147065,23,0.012166,5959.79,22.646
89,147065,23,0.012304,5987.98,22.5885
90,147065,23,0.012443,6016.23,22.532
91,147065,23,0.012581,6044.15,22.4774
92,147065,23,0.012719,6071.93,22.4241
93,147065,23,0.012857,6099.59,22.3721
94,147065,23,0.012995,6127.13,22.3214
95,147065,23,0.013134,6154.73,22.2707
96,147065,23,0.013272,6181.95,22.1358
97,147065,23,0.01341,6209.05,22.1806
98,147065,23,0.013549,6236.34,22.1849
99,147065,23,0.013687,6263.47,22.2206
100,147065,23,0.013825,6290.29,22.0296
101,147065,23,0.013963,6316.91,22.0197
102,147065,23,0.014101,6343.59,22.0538
103,147065,23,0.01424,6370.36,22.0508
104,147065,23,0.014378,6396.84,22.0022
105,147065,23,0.014516,6423.24,21.993
106,147065,23,0.014655,6449.74,21.9883
107,147065,23,0.014793,6475.75,21.6862
108,147065,23,0.014931,6501.38,21.4727
109,147065,23,0.015069,6527.07,21.777
110,147065,23,0.015208,6553.18,21.9108
111,147065,23,0.015346,6578.98,21.8324
112,147065,23,0.015484,6604.62,21.7447
113,147065,23,0.015622,6630.13,21.6992
114,147065,23,0.01576,6655.54,21.6762
115,147065,23,0.015899,6681.03,21.6342
116,147065,23,0.016037,6706.19,21.5777
117,147065,23,0.016175,6731.26,21.5786
118,147065,23,0.016313,6756.27,21.5752
119,147065,23,0.016452,6781.38,21.5565
120,147065,23,0.01659,6806.21,21.5389
121,147065,23,0.016728,6830.96,21.5221
122,147065,23,0.016867,6855.8,21.5061
123,147065,23,0.017005,6880.38,21.491
124,147065,23,0.017143,6904.87,21.4768
125,147065,23,0.017281,6929.27,21.4634
126,147065,23,0.01742,6953.76,21.4507
127,147065,23,0.017558,6978,21.4389
128,147065,23,0.017696,7002.16,21.4278
129,147065,23,0.017834,7026.23,21.4175
130,147065,23,0.017972,7050.22,21.4079
131,147065,23,0.018111,7074.31,21.3989
132,147065,23,0.018249,7098.14,21.3908
133,147065,23,0.018387,7121.9,21.3833
134,147065,23,0.018525,7145.58,21.3765
135,147065,23,0.018664,7169.35,21.3703
136,147065,23,0.018802,7192.88,21.3648
137,147065,23,0.01894,7216.33,21.36
138,147065,23,0.019079,7239.88,21.3557
139,147065,23,0.019217,7263.18,21.3521
140,147065,23,0.019355,7286.41,21.3491
141,147065,23,0.019493,7309.57,21.3467
142,147065,23,0.019632,7332.83,21.3448
143,147065,23,0.01977,7355.85,21.3435
144,147065,23,0.019908,7378.79,21.3428
145,147065,23,0.020046,7401.61,21.2371
146,147065,23,0.020184,7424.19,20.9713
147,147065,23,0.020323,7446.55,20.7498
148,147065,23,0.020461,7468.78,20.9876
149,147065,23,0.020599,7491.26,21.1483
150,147065,23,0.020737,7513.72,21.301
151,147065,23,0.020876,7536.34,21.3482
152,147065,23,0.021014,7558.75,21.3515
153,147065,23,0.021152,7581.09,21.3554
154,147065,23,0.021291,7603.53,21.3597
155,147065,23,0.021429,7625.74,21.3644
156,147065,23,0.021567,7647.89,21.3696
157,147065,23,0.021705,7669.98,21.3752
158,147065,23,0.021844,7692.17,21.3813
159,147065,23,0.021982,7714.14,21.3877
160,147065,23,0.02212,7736.04,21.3946
161,147065,23,0.022258,7757.89,21.4019
162,147065,23,0.022396,7779.67,21.4054
163,147065,23,0.022535,7801.54,21.3987
164,147065,23,0.022673,7823.18,21.3851
165,147065,23,0.022811,7844.74,21.3774
166,147065,23,0.022949,7866.24,21.3763
167,147065,23,0.023088,7887.84,21.3804
168,147065,23,0.023226,7909.22,21.3879
169,147065,23,0.023364,7930.54,21.3965
170,147065,23,0.023503,7951.95,21.4055
171,147065,23,0.023641,7973.16,21.4148
172,147065,23,0.023779,7994.31,21.4245
173,147065,23,0.023917,8015.41,21.4316
174,147065,23,0.024056,8036.6,21.4349
175,147065,23,0.024194,8057.57,21.4436
176,147065,23,0.024332,8078.5,21.4599
177,147065,23,0.02447,8099.37,21.4743
178,147065,23,0.024608,8120.2,21.4887
179,147065,23,0.024747,8141.12,21.5015
180,147065,23,0.024885,8161.84,21.5139
181,147065,23,0.025023,8182.51,21.5265
182,147065,23,0.025162,8203.28,21.5395
183,147065,23,0.0253,8223.85,21.5527
184,147065,23,0.025438,8244.36,21.5662
185,147065,23,0.025576,8264.83,21.5799
186,147065,23,0.025715,8285.39,21.5941
187,147065,23,0.025853,8305.76,21.6084
188,147065,23,0.025991,8326.07,21.623
189,147065,23,0.026129,8346.34,21.6378
190,147065,23,0.026267,8366.56,21.6529
191,147065,23,0.026406,8386.88,21.6684
192,147065,23,0.026544,8407,21.684
193,147065,23,0.026682,8427.07,21.6998
194,147065,23,0.02682,8447.1,21.7159
195,147065,23,0.026959,8467.23,21.7324
196,147065,23,0.027097,8487.16,21.749
197,147065,23,0.027235,8507.05,21.7658
198,147065,23,0.027374,8527.04,21.7829
199,147065,23,0.027512,8546.84,21.8002
