0 147065.2 21 93.0 0.0
1 147065.2 21 55.0 0.138
2 147065.2 21 111.0 0.276
3 147065.2 21 80.0 0.415
4 147065.2 21 53.0 0.553
5 147065.2 21 140.0 0.691
6 147065.2 21 60.0 0.83
7 147065.2 21 58.0 0.968
8 147065.2 21 149.0 1.106
9 147065.2 21 111.0 1.244
10 147065.2 21 119.0 1.383
11 147065.2 21 97.0 1.521
12 147065.2 21 31.0 1.659
13 147065.2 21 55.0 1.797
14 147065.2 21 196.0 1.936
15 147065.2 21 39.0 2.074
16 147065.2 21 78.0 2.212
17 147065.2 21 130.0 2.35
18 147065.2 21 59.0 2.489
19 147065.2 21 84.0 2.627
20 147065.2 21 63.0 2.765
21 147065.2 21 101.0 2.903
22 147065.2 21 94.0 3.042
23 147065.2 21 36.0 3.18
24 147065.2 21 101.0 3.318
25 147065.2 21 116.0 3.456
26 147065.2 21 85.0 3.595
27 147065.2 21 121.0 3.733
28 147065.2 21 43.0 3.871
29 147065.2 21 97.0 4.009
30 147065.2 21 52.0 4.148
31 147065.2 21 137.0 4.286
32 147065.2 21 64.0 4.424
33 147065.2 21 13.0 4.562
34 147065.2 21 177.0 4.701
35 147065.2 21 126.0 4.839
36 147065.2 21 100.0 4.977
37 147065.2 21 12.0 5.115
38 147065.2 21 13.0 5.253
39 147065.2 21 51.0 5.392
40 147065.2 21 97.0 5.53
41 147065.2 21 0.0 5.668
42 147065.2 21 57.0 5.806
43 147065.2 21 158.0 5.945
44 147065.2 21 15.0 6.083
45 147065.2 21 52.0 6.221
46 147065.2 21 57.0 6.359
47 147065.2 21 13.0 6.498
48 147065.2 21 0.0 6.636
49 147065.2 21 72.0 6.774
50 147065.2 21 68.0 6.912
51 147065.2 21 37.0 7.051
52 147065.2 21 100.0 7.189
53 147065.2 21 174.0 7.327
54 147065.2 21 67.0 7.465
55 147065.2 21 132.0 7.604
56 147065.2 21 178.0 7.742
57 147065.2 21 252.0 7.88
58 147065.2 21 401.0 8.019
59 147065.2 21 804.0 8.157
60 147065.2 21 394.0 8.295
61 147065.2 21 778.0 8.433
62 147065.2 21 977.0 8.571
63 147065.2 21 1046.0 8.71
64 147065.2 21 2059.0 8.848
65 147065.2 21 3010.0 8.986
66 147065.2 21 3635.0 9.125
67 147065.2 21 5695.0 9.263
68 147065.2 21 7630.0 9.401
69 147065.2 21 14925.0 9.539
70 147065.2 21 29492.0 9.677
71 147065.2 21 56532.0 9.816
72 147065.2 21 93630.0 9.954
73 147065.2 21 129246.0 10.092
74 147065.2 21 169731.0 10.231
75 147065.2 21 189410.0 10.369
76 147065.2 21 186773.0 10.507
77 147065.2 21 162675.0 10.645
78 147065.2 21 122709.0 10.783
79 147065.2 21 89396.0 10.922
80 147065.2 21 61970.0 11.06
81 147065.2 21 40683.0 11.198
82 147065.2 21 24769.0 11.337
83 147065.2 21 13567.0 11.475
84 147065.2 21 8394.0 11.613
85 147065.2 21 4393.0 11.751
86 147065.2 21 3280.0 11.889
87 147065.2 21 2388.0 12.028
88 147065.2 21 1391.0 12.166
89 147065.2 21 1300.0 12.304
90 147065.2 21 1087.0 12.443
91 147065.2 21 934.0 12.581
92 147065.2 21 924.0 12.719
93 147065.2 21 526.0 12.857
94 147065.2 21 729.0 12.995
95 147065.2 21 403.0 13.134
96 147065.2 21 419.0 13.272
97 147065.2 21 362.0 13.41
98 147065.2 21 425.0 13.549
99 147065.2 21 419.0 13.687
100 147065.2 21 321.0 13.825
101 147065.2 21 515.0 13.963
102 147065.2 21 506.0 14.101
103 147065.2 21 415.0 14.24
104 147065.2 21 320.0 14.378
105 147065.2 21 280.0 14.516
106 147065.2 21 352.0 14.655
107 147065.2 21 277.0 14.793
108 147065.2 21 173.0 14.931
109 147065.2 21 209.0 15.069
110 147065.2 21 285.0 15.208
111 147065.2 21 256.0 15.346
112 147065.2 21 327.0 15.484
113 147065.2 21 217.0 15.622
114 147065.2 21 279.0 15.76
115 147065.2 21 133.0 15.899
116 147065.2 21 363.0 16.037
117 147065.2 21 198.0 16.175
118 147065.2 21 42.0 16.313
119 147065.2 21 222.0 16.452
120 147065.2 21 84.0 16.59
121 147065.2 21 225.0 16.728
122 147065.2 21 332.0 16.867
123 147065.2 21 218.0 17.005
124 147065.2 21 350.0 17.143
125 147065.2 21 156.0 17.281
126 147065.2 21 224.0 17.42
127 147065.2 21 226.0 17.558
128 147065.2 21 250.0 17.696
129 147065.2 21 198.0 17.834
130 147065.2 21 145.0 17.972
131 147065.2 21 198.0 18.111
132 147065.2 21 215.0 18.249
133 147065.2 21 225.0 18.387
134 147065.2 21 258.0 18.525
135 147065.2 21 145.0 18.664
136 147065.2 21 111.0 18.802
137 147065.2 21 52.0 18.94
138 147065.2 21 290.0 19.079
139 147065.2 21 266.0 19.217
140 147065.2 21 72.0 19.355
141 147065.2 21 168.0 19.493
142 147065.2 21 115.0 19.632
143 147065.2 21 133.0 19.77
144 147065.2 21 156.0 19.908
145 147065.2 21 130.0 20.046
146 147065.2 21 198.0 20.184
147 147065.2 21 187.0 20.323
148 147065.2 21 336.0 20.461
149 147065.2 21 0.0 20.599
150 147065.2 21 74.0 20.737
151 147065.2 21 129.0 20.876
152 147065.2 21 194.0 21.014
153 147065.2 21 154.0 21.152
154 147065.2 21 168.0 21.291
155 147065.2 21 121.0 21.429
156 147065.2 21 108.0 21.567
157 147065.2 21 48.0 21.705
158 147065.2 21 181.0 21.844
159 147065.2 21 71.0 21.982
160 147065.2 21 122.0 22.12
161 147065.2 21 160.0 22.258
162 147065.2 21 138.0 22.396
163 147065.2 21 125.0 22.535
164 147065.2 21 182.0 22.673
165 147065.2 21 57.0 22.811
166 147065.2 21 92.0 22.949
167 147065.2 21 37.0 23.088
168 147065.2 21 113.0 23.226
169 147065.2 21 205.0 23.364
170 147065.2 21 122.0 23.503
171 147065.2 21 168.0 23.641
172 147065.2 21 216.0 23.779
173 147065.2 21 133.0 23.917
174 147065.2 21 72.0 24.056
175 147065.2 21 104.0 24.194
176 147065.2 21 59.0 24.332
177 147065.2 21 66.0 24.47
178 147065.2 21 72.0 24.608
179 147065.2 21 59.0 24.747
180 147065.2 21 266.0 24.885
181 147065.2 21 54.0 25.023
182 147065.2 21 66.0 25.162
183 147065.2 21 108.0 25.3
184 147065.2 21 139.0 25.438
185 147065.2 21 121.0 25.576
186 147065.2 21 57.0 25.715
187 147065.2 21 44.0 25.853
188 147065.2 21 213.0 25.991
189 147065.2 21 76.0 26.129
190 147065.2 21 144.0 26.267
191 147065.2 21 169.0 26.406
192 147065.2 21 23.0 26.544
193 147065.2 21 46.0 26.682
194 147065.2 21 108.0 26.82
195 147065.2 21 57.0 26.959
196 147065.2 21 31.0 27.097
197 147065.2 21 276.0 27.235
198 147065.2 21 70.0 27.374
199 147065.2 21 128.0 27.512
