Protein,Charge,Drift,CCS,CCS Std.Dev.,Normalized_Intensity,Scaled_Intensity,m/z
mAb4,21,0.004562,3658.11,32.1928,6.863417982155113e-05,4.756865152634648,7004.1120379047625
mAb4,21,0.004701,3696.53,31.8844,0.0009344807560318885,64.76654861664099,7004.1120379047625
mAb4,21,0.004839,3734.33,31.6296,0.0006652235890396495,46.10500071015121,7004.1120379047625
mAb4,21,0.004977,3771.86,31.4128,0.0005279552293965472,36.59127040488191,7004.1120379047625
mAb4,21,0.005115,3809.02,31.2127,6.335462752758566e-05,4.390952448585829,7004.1120379047625
mAb4,21,0.005253,3845.85,30.9727,6.863417982155113e-05,4.756865152634648,7004.1120379047625
mAb4,21,0.005392,3882.6,30.7192,0.00026925716699223906,18.661547906489776,7004.1120379047625
mAb4,21,0.00553,3918.73,30.4753,0.0005121165725146508,35.49353229273546,7004.1120379047625
mAb4,21,0.005668,3954.53,30.2511,0.0,0.0,7004.1120379047625
mAb4,21,0.005806,3990.02,30.014,0.00030093448075603187,20.857024130782687,7004.1120379047625
mAb4,21,0.005945,4025.47,29.7746,0.0008341692624465445,57.81420723971342,7004.1120379047625
mAb4,21,0.006083,4060.36,29.5464,7.919328440948208e-05,5.4886905607322864,7004.1120379047625
mAb4,21,0.006221,4094.97,29.3091,0.0002745367192862045,19.027460610538593,7004.1120379047625
mAb4,21,0.006359,4129.27,29.0859,0.00030093448075603187,20.857024130782687,7004.1120379047625
mAb4,21,0.006498,4163.51,28.8462,6.863417982155113e-05,4.756865152634648,7004.1120379047625
mAb4,21,0.006636,4197.24,28.6392,0.0,0.0,7004.1120379047625
mAb4,21,0.006774,4230.7,28.4501,0.00038012776516551397,26.345714691514978,7004.1120379047625
mAb4,21,0.006912,4263.93,28.2691,0.0003590095559896521,24.8820638753197,7004.1120379047625
mAb4,21,0.007051,4297.14,28.0959,0.00019534343487672245,13.538770049806306,7004.1120379047625
mAb4,21,0.007189,4329.88,27.9319,0.0005279552293965472,36.59127040488191,7004.1120379047625
mAb4,21,0.007327,4362.37,27.7696,0.000918642099149992,63.66881050449452,7004.1120379047625
mAb4,21,0.007465,4394.63,27.6075,0.0003537300036956866,24.51615117127088,7004.1120379047625
