[PARAMETERS]
g, dg, a, da, c, dc, t0, dt0
1.49568,0.00277846,0.513949,0.00963883,0.981966,0.0136002,0.00458756,8.90563e-05

[DIAGNOSTICS]
ID,Mass,Z,Mobility,Alpha,Gamma,Model Vel.,Exp. Vel.,Error %
BSA_15,66400,15,0.0250229,0.481073,0.108509,12.8957,14.8702,-13.278
BSA_16,66400,16,0.0268105,0.483225,0.116261,14.6953,16.1859,-9.20982
myoglobin_15,17000,15,0.0276901,0.136294,0.120075,16.6817,17.2262,-3.16086
myoglobin_16,17000,16,0.0286882,0.132382,0.124403,17.7781,18.3227,-2.97246
myoglobin_17,17000,17,0.0295618,0.128389,0.128191,18.7549,19.2131,-2.38482
myoglobin_18,17000,18,0.0303843,0.124629,0.131758,19.6959,19.9656,-1.35055
myoglobin_19,17000,19,0.0311599,0.121084,0.135121,20.6023,20.629,-0.129667
myoglobin_20,17000,20,0.0318927,0.117735,0.138299,21.4752,21.2598,1.0131
myoglobin_21,17000,21,0.0326536,0.114804,0.141598,22.4093,21.9255,2.20653
myoglobin_22,17000,22,0.0335133,0.11247,0.145326,23.5066,22.637,3.84158
myoglobin_23,17000,23,0.0344072,0.11045,0.149203,24.6829,23.4186,5.39869
myoglobin_24,17000,24,0.0353389,0.108714,0.153243,25.9469,24.3171,6.70206

[CALIBRATED DATA]
ID,Mass,Z,Drift,CCS,CCS Std.Dev.
33,147065,22,0.004562,3892.91,31.0425
34,147065,22,0.004701,3932.25,30.539
35,147065,22,0.004839,3970.95,30.2726
36,147065,22,0.004977,4009.39,30.1318
37,147065,22,0.005115,4047.58,29.9643
38,147065,22,0.005253,4085.45,29.8055
39,147065,22,0.005392,4123.32,29.6018
40,147065,22,0.00553,4160.57,29.3409
41,147065,22,0.005668,4197.45,29.0772
42,147065,22,0.005806,4234.01,28.8244
43,147065,22,0.005945,4270.51,28.6056
44,147065,22,0.006083,4306.45,28.4014
45,147065,22,0.006221,4342.1,28.2034
46,147065,22,0.006359,4377.47,28.0113
47,147065,22,0.006498,4412.82,27.8237
48,147065,22,0.006636,4447.65,27.6429
49,147065,22,0.006774,4482.21,27.4674
50,147065,22,0.006912,4516.47,27.2606
51,147065,22,0.007051,4550.64,27.0327
52,147065,22,0.007189,4584.37,26.9095
53,147065,22,0.007327,4617.89,26.7813
54,147065,22,0.007465,4651.19,26.6273
55,147065,22,0.007604,4684.5,26.4765
56,147065,22,0.007742,4717.35,26.3308
57,147065,22,0.00788,4749.97,26.1892
58,147065,22,0.008019,4782.61,26.0503
59,147065,22,0.008157,4814.79,25.9162
60,147065,22,0.008295,4846.77,25.7857
61,147065,22,0.008433,4878.54,25.6587
62,147065,22,0.008571,4910.12,25.5351
63,147065,22,0.00871,4941.72,25.4138
64,147065,22,0.008848,4972.89,25.2967
65,147065,22,0.008986,5003.88,25.1826
66,147065,22,0.009125,5034.9,25.0707
67,147065,22,0.009263,5065.52,24.9625
68,147065,22,0.009401,5095.95,24.8571
69,147065,22,0.009539,5126.21,24.7545
70,147065,22,0.009677,5156.29,24.6545
71,147065,22,0.009816,5186.42,24.5564
72,147065,22,0.009954,5216.16,24.4615
73,147065,22,0.010092,5245.73,24.3691
74,147065,22,0.010231,5275.35,24.2784
75,147065,22,0.010369,5304.6,24.1906
76,147065,22,0.010507,5333.69,24.1051
77,147065,22,0.010645,5362.62,24.0218
78,147065,22,0.010783,5391.41,23.9406
79,147065,22,0.010922,5420.24,23.8609
80,147065,22,0.01106,5448.72,23.7838
81,147065,22,0.011198,5477.06,23.7086
82,147065,22,0.011337,5505.45,23.6348
83,147065,22,0.011475,5533.49,23.5634
84,147065,22,0.011613,5561.4,23.4938
85,147065,22,0.011751,5589.17,23.426
86,147065,22,0.011889,5616.8,23.3599
87,147065,22,0.012028,5644.49,23.295
88,147065,22,0.012166,5671.85,23.2321
89,147065,22,0.012304,5699.08,23.1709
90,147065,22,0.012443,5726.38,23.1108
91,147065,22,0.012581,5753.36,23.0526
92,147065,22,0.012719,5780.2,22.9958
93,147065,22,0.012857,5806.93,22.9405
94,147065,22,0.012995,5833.53,22.8866
95,147065,22,0.013134,5860.2,22.8337
96,147065,22,0.013272,5886.56,22.7824
97,147065,22,0.01341,5912.81,22.7325
98,147065,22,0.013549,5939.12,22.6834
99,147065,22,0.013687,5965.13,22.6359
100,147065,22,0.013825,5991.03,22.5897
101,147065,22,0.013963,6016.81,22.5445
102,147065,22,0.014101,6042.48,22.5005
103,147065,22,0.01424,6068.23,22.4573
104,147065,22,0.014378,6093.68,22.4155
105,147065,22,0.014516,6119.03,22.3748
106,147065,22,0.014655,6144.45,22.3347
107,147065,22,0.014793,6169.58,22.2803
108,147065,22,0.014931,6194.49,22.1284
109,147065,22,0.015069,6219.43,22.2747
110,147065,22,0.015208,6244.57,22.2549
111,147065,22,0.015346,6269.38,22.2767
112,147065,22,0.015484,6294.06,22.113
113,147065,22,0.015622,6318.57,22.0676
114,147065,22,0.01576,6343.03,22.1227
115,147065,22,0.015899,6367.64,22.1319
116,147065,22,0.016037,6392,22.104
117,147065,22,0.016175,6416.27,22.0923
118,147065,22,0.016313,6440.48,22.0909
119,147065,22,0.016452,6464.75,22.0042
120,147065,22,0.01659,6488.5,21.6847
121,147065,22,0.016728,6512.02,21.636
122,147065,22,0.016867,6535.87,21.8959
123,147065,22,0.017005,6559.66,22.0355
124,147065,22,0.017143,6583.36,21.9724
125,147065,22,0.017281,6606.93,21.8921
126,147065,22,0.01742,6630.55,21.8481
127,147065,22,0.017558,6653.92,21.8289
128,147065,22,0.017696,6677.2,21.813
129,147065,22,0.017834,6700.36,21.7543
130,147065,22,0.017972,6723.42,21.7393
131,147065,22,0.018111,6746.6,21.7478
132,147065,22,0.018249,6769.55,21.74
133,147065,22,0.018387,6792.43,21.7277
134,147065,22,0.018525,6815.23,21.7161
135,147065,22,0.018664,6838.12,21.7051
136,147065,22,0.018802,6860.77,21.6949
137,147065,22,0.01894,6883.35,21.6853
138,147065,22,0.019079,6906.02,21.6764
139,147065,22,0.019217,6928.45,21.6681
140,147065,22,0.019355,6950.82,21.6605
141,147065,22,0.019493,6973.11,21.6535
142,147065,22,0.019632,6995.49,21.647
143,147065,22,0.01977,7017.65,21.6412
144,147065,22,0.019908,7039.74,21.636
145,147065,22,0.020046,7061.75,21.6314
146,147065,22,0.020184,7083.71,21.6273
147,147065,22,0.020323,7105.75,21.6237
148,147065,22,0.020461,7127.57,21.6207
149,147065,22,0.020599,7149.33,21.6183
150,147065,22,0.020737,7171.02,21.6163
151,147065,22,0.020876,7192.8,21.6149
152,147065,22,0.021014,7214.36,21.614
153,147065,22,0.021152,7235.86,21.6135
154,147065,22,0.021291,7257.46,21.6136
155,147065,22,0.021429,7278.83,21.6141
156,147065,22,0.021567,7300.15,21.6151
157,147065,22,0.021705,7321.4,21.6165
158,147065,22,0.021844,7342.75,21.6184
159,147065,22,0.021982,7363.88,21.6207
160,147065,22,0.02212,7384.96,21.6235
161,147065,22,0.022258,7405.95,21.5705
162,147065,22,0.022396,7426.71,21.3172
163,147065,22,0.022535,7447.26,21.0443
164,147065,22,0.022673,7467.71,21.161
165,147065,22,0.022811,7488.28,21.354
166,147065,22,0.022949,7508.9,21.5297
167,147065,22,0.023088,7529.69,21.605
168,147065,22,0.023226,7550.29,21.6559
169,147065,22,0.023364,7570.86,21.6622
170,147065,22,0.023503,7591.51,21.6689
171,147065,22,0.023641,7611.97,21.6759
172,147065,22,0.023779,7632.37,21.6833
173,147065,22,0.023917,7652.72,21.691
174,147065,22,0.024056,7673.16,21.6991
175,147065,22,0.024194,7693.4,21.7075
176,147065,22,0.024332,7713.6,21.7162
177,147065,22,0.02447,7733.74,21.7252
178,147065,22,0.024608,7753.83,21.7345
179,147065,22,0.024747,7774.01,21.7435
180,147065,22,0.024885,7794,21.7463
181,147065,22,0.025023,7813.92,21.7396
182,147065,22,0.025162,7833.92,21.7299
183,147065,22,0.0253,7853.72,21.7268
184,147065,22,0.025438,7873.46,21.7285
185,147065,22,0.025576,7893.15,21.7347
186,147065,22,0.025715,7912.94,21.7439
187,147065,22,0.025853,7932.53,21.7543
188,147065,22,0.025991,7952.08,21.765
189,147065,22,0.026129,7971.57,21.7759
190,147065,22,0.026267,7991.02,21.7871
191,147065,22,0.026406,8010.57,21.798
192,147065,22,0.026544,8029.92,21.805
193,147065,22,0.026682,8049.22,21.8114
194,147065,22,0.02682,8068.48,21.8233
195,147065,22,0.026959,8087.83,21.841
196,147065,22,0.027097,8107,21.8568
197,147065,22,0.027235,8126.13,21.8721
198,147065,22,0.027374,8145.35,21.8862
199,147065,22,0.027512,8164.39,21.8998
